RUN_DT,STN_CD,STN_CD_NM, ABRD_PRNB , GOFF_PRNB 
20200107,3900613,고한, 133 , 117 
20200107,3900615,태백, 284 , 279 
20200107,3900621,부전," 1,182 "," 1,262 "
20200107,3900627,센텀, 303 , 276 
20200107,3900629,신해운대, 406 , 412 
20200107,3900631,기장, 295 , 310 
20200107,3900633,좌천, 127 , 126 
20200107,3900636,남창, 388 , 359 
20200107,3900637,덕하, 102 , 99 
20200107,3900639,태화강," 1,433 "," 1,440 "
20200107,3900641,호계, 762 , 816 
20200107,3900645,불국사, 112 , 127 
20200107,3900647,경주, 917 , 888 
20200107,3900651,안강, 19 , 17 
20200107,3900672,하양, 672 , 646 
20200107,3900682,한림정, 8 , 14 
20200107,3900683,진영, 516 , 450 
20200107,3900685,창원, 643 , 647 
20200107,3900686,마산," 1,202 "," 1,230 "
20200107,3900687,중리, 57 , 65 
20200107,3900689,함안, 61 , 35 
20200107,3900690,군북, 72 , 72 
20200107,3900694,반성, 20 , 22 
20200107,3900699,진주, 724 , 760 
20200107,3900701,완사, 7 , 6 
20200107,3900703,북천, 8 , 6 
20200107,3900705,횡천, 13 , 16 
20200107,3900706,하동, 66 , 58 
20200107,3900707,진상, 21 , 14 
20200107,3900710,광양, 20 , 21 
20200107,3900714,벌교, 22 , 14 
20200107,3900715,조성, 13 , 8 
20200107,3900716,예당, 27 , 20 
20200107,3900717,득량, 12 , 8 
20200107,3900718,보성, 69 , 80 
20200107,3900720,명봉, 3 , 2 
20200107,3900722,이양, 10 , 8 
20200107,3900725,능주, 1 , 8 
20200107,3900727,화순, 22 , 32 
20200107,3900730,효천, 21 , 17 
20200107,3900731,서광주, 13 , 20 
20200107,3900883,광명," 13,054 "," 12,632 "
20200107,3900884,천안아산," 8,128 "," 7,736 "
20200107,3900894,김천구미," 2,368 "," 2,268 "
20200107,3900895,신경주," 1,292 "," 1,327 "
20200107,3900896,울산," 4,805 "," 4,809 "
20200107,3900898,상봉, 393 , 484 
20200107,3900901,진례, 3 , 5 
20200107,3900902,창원중앙," 2,514 "," 2,574 "
20200107,3900927,인천공항T1, 264 , 641 
20200107,3901026,공주, 178 , 178 
20200107,3901040,포항," 3,143 "," 2,890 "
20200107,3901057,횡성, 194 , 174 
20200107,3901058,둔내, 148 , 115 
20200107,3901059,평창, 275 , 220 
20200107,3901060,진부, 396 , 334 
20200107,3901063,인천공항T2, 99 , 264 
20200107,3901065,월포, 33 , 14 
20200107,3901066,장사, 7 , 18 
20200107,3901067,강구, 36 , 23 
20200107,3901068,영덕, 129 , 155 
20200108,3900023,서울," 43,935 "," 45,767 "
20200108,3900025,용산," 17,744 "," 17,918 "
20200108,3900030,영등포," 10,265 "," 10,027 "
20200108,3900039,안양, 691 , 516 
20200108,3900047,수원," 14,801 "," 14,714 "
20200108,3900052,오산, 274 , 280 
20200108,3900055,서정리, 46 , 43 
20200108,3900057,평택," 5,720 "," 5,695 "
20200108,3900058,성환, 56 , 96 
20200108,3900061,천안," 5,600 "," 5,597 "
20200108,3900063,전의, 71 , 82 
20200108,3900066,조치원," 3,244 "," 3,427 "
20200108,3900068,부강, 95 , 100 
20200108,3900070,신탄진," 1,428 "," 1,366 "
20200108,3900073,대전," 17,961 "," 17,655 "
20200108,3900075,옥천, 481 , 488 
20200108,3900076,이원, 43 , 40 
20200108,3900077,지탄, 2 , 2 
20200108,3900078,심천, 23 , 27 
20200108,3900080,영동," 1,452 "," 1,373 "
20200108,3900081,황간, 87 , 78 
20200108,3900082,추풍령, 32 , 45 
20200108,3900085,김천," 2,349 "," 2,389 "
20200108,3900088,구미," 5,863 "," 5,789 "
20200108,3900089,사곡, 51 , 32 
20200108,3900090,약목, 129 , 146 
20200108,3900091,왜관," 2,126 "," 2,091 "
20200108,3900093,신동, 11 , 13 
20200108,3900095,대구," 6,148 "," 6,371 "
20200108,3900096,동대구," 21,455 "," 21,328 "
20200108,3900099,경산," 2,448 "," 2,289 "
20200108,3900101,남성현, 7 , 11 
20200108,3900102,청도," 1,211 "," 1,214 "
20200108,3900104,상동, 105 , 88 
20200108,3900105,밀양," 2,672 "," 2,703 "
20200108,3900107,삼랑진, 430 , 433 
20200108,3900108,원동, 65 , 59 
20200108,3900109,물금," 1,107 "," 1,091 "
20200108,3900110,화명, 182 , 169 
20200108,3900111,구포," 2,968 "," 3,015 "
20200108,3900112,사상, 57 , 90 
20200108,3900114,부산," 16,549 "," 16,706 "
20200108,3900122,덕소, 53 , 48 
20200108,3900130,양평," 1,436 "," 1,286 "
20200108,3900132,용문, 308 , 331 
20200108,3900133,지평, 58 , 58 
20200108,3900134,석불, 6 , 2 
20200108,3900135,일신, 12 , 12 
20200108,3900136,매곡, 22 , 21 
20200108,3900137,양동, 165 , 170 
20200108,3900138,삼산, 5 , 5 
20200108,3900140,동화, 26 , 20 
20200108,3900141,만종," 1,086 "," 1,033 "
20200108,3900142,원주," 1,369 "," 1,332 "
20200108,3900144,반곡, 59 , 57 
20200108,3900148,신림, 5 , 13 
20200108,3900153,제천," 1,597 "," 1,565 "
20200108,3900157,단양, 198 , 124 
20200108,3900160,희방사, 5 , 3 
20200108,3900161,풍기, 204 , 164 
20200108,3900164,영주, 673 , 521 
20200108,3900172,안동, 545 , 607 
20200108,3900177,의성, 110 , 119 
20200108,3900179,탑리, 23 , 24 
20200108,3900181,화본, 10 , 10 
20200108,3900184,신녕, 5 , 8 
20200108,3900186,북영천, 4 , 6 
20200108,3900187,영천," 1,009 ", 983 
20200108,3900191,건천, 8 , 4 
20200108,3900194,서경주, 286 , 267 
20200108,3900195,서대전," 3,831 "," 3,736 "
20200108,3900199,계룡, 673 , 643 
20200108,3900202,연산, 22 , 15 
20200108,3900204,논산," 1,247 "," 1,292 "
20200108,3900206,강경, 208 , 267 
20200108,3900208,함열, 60 , 86 
20200108,3900211,익산," 5,306 "," 5,262 "
20200108,3900214,김제, 403 , 482 
20200108,3900216,신태인, 96 , 75 
20200108,3900218,정읍," 1,112 "," 1,110 "
20200108,3900221,백양사, 35 , 39 
20200108,3900224,장성, 234 , 222 
20200108,3900229,광주송정," 5,731 "," 5,630 "
20200108,3900231,나주," 1,110 ", 937 
20200108,3900233,다시, 5 , 4 
20200108,3900235,함평, 56 , 77 
20200108,3900236,무안, 4 , 4 
20200108,3900237,몽탄, 21 , 13 
20200108,3900239,일로, 49 , 48 
20200108,3900240,임성리, 22 , 16 
20200108,3900242,목포," 2,204 "," 2,163 "
20200108,3900245,삼례, 118 , 111 
20200108,3900248,전주," 3,273 "," 3,316 "
20200108,3900253,임실, 84 , 73 
20200108,3900256,오수, 84 , 72 
20200108,3900259,남원, 761 , 736 
20200108,3900263,곡성, 209 , 208 
20200108,3900265,구례구, 195 , 232 
20200108,3900271,순천," 2,768 "," 2,737 "
20200108,3900276,여천, 885 , 926 
20200108,3900279,여수엑스포," 1,625 "," 1,776 "
20200108,3900280,오송," 9,289 "," 8,958 "
20200108,3900281,청주, 262 , 307 
20200108,3900282,오근장, 345 , 337 
20200108,3900283,청주공항, 113 , 158 
20200108,3900285,증평, 239 , 227 
20200108,3900288,음성, 133 , 128 
20200108,3900290,주덕, 90 , 93 
20200108,3900292,충주, 635 , 626 
20200108,3900295,삼탄, 1 , 4 
20200108,3900320,아산, 894 , 874 
20200108,3900322,온양온천, 790 , 713 
20200108,3900324,도고온천, 73 , 47 
20200108,3900327,신례원, 129 , 147 
20200108,3900328,예산, 727 , 709 
20200108,3900330,삽교, 222 , 207 
20200108,3900332,홍성," 1,020 "," 1,000 "
20200108,3900334,광천, 335 , 282 
20200108,3900336,청소, 9 , 14 
20200108,3900338,대천," 1,096 "," 1,095 "
20200108,3900341,웅천, 129 , 133 
20200108,3900343,판교, 31 , 42 
20200108,3900345,서천, 271 , 309 
20200108,3900346,장항, 103 , 102 
20200108,3900348,군산, 361 , 376 
20200108,3900351,대야, 6 , 6 
20200108,3900361,행신," 1,781 "," 1,732 "
20200108,3900385,옥수, 39 , 55 
20200108,3900387,왕십리, 526 , 680 
20200108,3900388,청량리," 7,107 "," 7,355 "
20200108,3900423,퇴계원, 146 , 122 
20200108,3900424,사릉, 171 , 111 
20200108,3900426,평내호평," 1,609 "," 1,445 "
20200108,3900427,마석, 212 , 144 
20200108,3900429,청평, 119 , 116 
20200108,3900431,가평, 722 , 736 
20200108,3900433,백양리, 7 , 25 
20200108,3900434,강촌, 12 , 18 
20200108,3900436,남춘천," 2,122 "," 1,956 "
20200108,3900437,춘천," 1,553 "," 1,511 "
20200108,3900507,옥산, 22 , 13 
20200108,3900508,청리, 13 , 6 
20200108,3900509,상주, 124 , 121 
20200108,3900512,함창, 11 , 8 
20200108,3900513,점촌, 67 , 62 
20200108,3900515,용궁, 2 , 7 
20200108,3900516,개포, 11 , - 
20200108,3900519,예천, 33 , 31 
20200108,3900538,극락강, 35 , 35 
20200108,3900539,광주, 407 , 394 
20200108,3900552,봉화, 34 , 30 
20200108,3900556,춘양, 18 , 21 
20200108,3900558,임기, 7 , 4 
20200108,3900559,현동, 2 , 2 
20200108,3900560,분천, 305 , 262 
20200108,3900561,양원, 1 , 3 
20200108,3900562,승부, 9 , 24 
20200108,3900563,석포, 20 , 22 
20200108,3900565,철암, 244 , 329 
20200108,3900567,동백산, 31 , 26 
20200108,3900572,도계, 114 , 103 
20200108,3900576,신기, 4 , 6 
20200108,3900580,동해, 155 , 124 
20200108,3900581,묵호, 179 , 144 
20200108,3900585,정동진, 140 , 295 
20200108,3900587,강릉," 3,466 "," 3,322 "
20200108,3900590,정선, 4 , 4 
20200108,3900592,아우라지, 1 , - 
20200108,3900601,쌍룡, 4 , 2 
20200108,3900604,영월, 164 , 133 
20200108,3900608,예미, 37 , 25 
20200108,3900611,민둥산, 53 , 39 
20200108,3900612,사북, 265 , 267 
20200108,3900613,고한, 138 , 132 
20200108,3900615,태백, 345 , 378 
20200108,3900621,부전," 1,338 "," 1,426 "
20200108,3900627,센텀, 320 , 290 
20200108,3900629,신해운대, 459 , 567 
20200108,3900631,기장, 399 , 356 
20200108,3900633,좌천, 140 , 181 
20200108,3900636,남창, 497 , 454 
20200108,3900637,덕하, 109 , 119 
20200108,3900639,태화강," 1,630 "," 1,619 "
20200108,3900641,호계, 845 , 825 
20200108,3900645,불국사, 165 , 134 
20200108,3900647,경주," 1,001 ", 971 
20200108,3900651,안강, 29 , 13 
20200108,3900672,하양, 601 , 557 
20200108,3900682,한림정, 12 , 8 
20200108,3900683,진영, 489 , 489 
20200108,3900685,창원, 654 , 640 
20200108,3900686,마산," 1,318 "," 1,242 "
20200108,3900687,중리, 63 , 70 
20200108,3900689,함안, 41 , 39 
20200108,3900690,군북, 79 , 66 
20200108,3900694,반성, 22 , 19 
20200108,3900699,진주, 787 , 761 
20200108,3900701,완사, 4 , 10 
20200108,3900703,북천, 4 , 9 
20200108,3900705,횡천, 9 , 11 
20200108,3900706,하동, 56 , 47 
20200108,3900707,진상, 20 , 12 
20200108,3900710,광양, 11 , 12 
20200108,3900714,벌교, 13 , 20 
20200108,3900715,조성, 16 , 11 
20200108,3900716,예당, 15 , 5 
20200108,3900717,득량, 19 , 11 
20200108,3900718,보성, 68 , 88 
20200108,3900720,명봉, 1 , 5 
20200108,3900722,이양, - , 4 
20200108,3900725,능주, 2 , - 
20200108,3900727,화순, 23 , 35 
20200108,3900730,효천, 16 , 16 
20200108,3900731,서광주, 12 , 15 
20200108,3900883,광명," 13,647 "," 13,573 "
20200108,3900884,천안아산," 8,280 "," 7,982 "
20200108,3900894,김천구미," 2,476 "," 2,340 "
20200108,3900895,신경주," 1,315 "," 1,358 "
20200108,3900896,울산," 4,755 "," 4,769 "
20200108,3900898,상봉, 410 , 437 
20200108,3900901,진례, 6 , 2 
20200108,3900902,창원중앙," 2,635 "," 2,593 "
20200108,3900927,인천공항T1, 231 , 736 
20200108,3901026,공주, 206 , 192 
20200108,3901040,포항," 3,280 "," 3,197 "
20200108,3901057,횡성, 231 , 218 
20200108,3901058,둔내, 123 , 182 
20200108,3901059,평창, 251 , 269 
20200108,3901060,진부, 456 , 369 
20200108,3901063,인천공항T2, 140 , 274 
20200108,3901065,월포, 21 , 8 
20200108,3901066,장사, 7 , 11 
20200108,3901067,강구, 29 , 16 
20200108,3901068,영덕, 142 , 103 
20200109,0000924,송도교, - , 2 
20200109,3900023,서울," 47,031 "," 49,015 "
20200109,3900025,용산," 19,474 "," 19,226 "
20200109,3900030,영등포," 10,473 "," 10,376 "
20200109,3900039,안양, 692 , 555 
20200109,3900047,수원," 15,245 "," 15,576 "
20200109,3900052,오산, 282 , 253 
20200109,3900055,서정리, 43 , 56 
20200109,3900057,평택," 5,814 "," 5,856 "
20200109,3900058,성환, 68 , 108 
20200109,3900061,천안," 6,177 "," 6,154 "
20200109,3900063,전의, 85 , 78 
20200109,3900066,조치원," 3,907 "," 3,602 "
20200109,3900068,부강, 96 , 102 
20200109,3900070,신탄진," 1,813 "," 1,717 "
20200109,3900073,대전," 19,506 "," 19,426 "
20200109,3900075,옥천, 509 , 509 
20200109,3900076,이원, 44 , 34 
20200109,3900077,지탄, 3 , 2 
20200109,3900078,심천, 24 , 25 
20200109,3900079,각계, 1 , - 
20200109,3900080,영동," 1,631 "," 1,589 "
20200109,3900081,황간, 100 , 96 
20200109,3900082,추풍령, 40 , 42 
20200109,3900085,김천," 2,507 "," 2,571 "
20200109,3900088,구미," 5,986 "," 5,961 "
20200109,3900089,사곡, 42 , 34 
20200109,3900090,약목, 110 , 118 
20200109,3900091,왜관," 2,140 "," 2,063 "
20200109,3900093,신동, 6 , 9 
20200109,3900095,대구," 6,606 "," 6,611 "
20200109,3900096,동대구," 22,773 "," 22,681 "
20200109,3900099,경산," 2,643 "," 2,427 "
20200109,3900101,남성현, 8 , 12 
20200109,3900102,청도," 1,283 "," 1,344 "
20200109,3900104,상동, 128 , 95 
20200109,3900105,밀양," 2,788 "," 2,844 "
20200109,3900107,삼랑진, 469 , 465 
20200109,3900108,원동, 80 , 82 
20200109,3900109,물금," 1,214 "," 1,146 "
20200109,3900110,화명, 178 , 156 
20200109,3900111,구포," 3,087 "," 3,338 "
20200109,3900112,사상, 84 , 85 
20200109,3900114,부산," 18,022 "," 18,381 "
20200109,3900122,덕소, 47 , 43 
20200109,3900130,양평," 1,412 "," 1,346 "
20200109,3900132,용문, 319 , 333 
20200109,3900133,지평, 72 , 57 
20200109,3900134,석불, 2 , 1 
20200109,3900135,일신, 5 , 5 
20200109,3900136,매곡, 14 , 14 
20200109,3900137,양동, 160 , 171 
20200109,3900138,삼산, 2 , 2 
20200109,3900140,동화, 26 , 27 
20200109,3900141,만종," 1,253 "," 1,178 "
20200109,3900142,원주," 1,387 "," 1,516 "
20200109,3900144,반곡, 67 , 68 
20200109,3900148,신림, 15 , 7 
20200109,3900153,제천," 1,710 "," 1,575 "
20200109,3900157,단양, 165 , 181 
20200109,3900160,희방사, 4 , 3 
20200109,3900161,풍기, 145 , 149 
20200109,3900164,영주, 603 , 538 
20200109,3900172,안동, 504 , 525 
20200109,3900177,의성, 135 , 118 
20200109,3900179,탑리, 24 , 16 
20200109,3900181,화본, 11 , 16 
20200109,3900184,신녕, 4 , 1 
20200109,3900186,북영천, 10 , 3 
20200109,3900187,영천," 1,103 "," 1,099 "
20200109,3900191,건천, 12 , 12 
20200109,3900194,서경주, 290 , 281 
20200109,3900195,서대전," 4,109 "," 4,032 "
20200109,3900199,계룡, 788 , 745 
20200109,3900202,연산, 16 , 15 
20200109,3900204,논산," 1,738 "," 1,748 "
20200109,3900206,강경, 298 , 448 
20200109,3900208,함열, 114 , 108 
20200109,3900211,익산," 5,980 "," 5,756 "
20200109,3900214,김제, 413 , 429 
20200109,3900216,신태인, 128 , 108 
20200109,3900218,정읍," 1,200 "," 1,234 "
20200109,3900221,백양사, 38 , 52 
20200109,3900224,장성, 398 , 245 
20200109,3900229,광주송정," 6,344 "," 6,284 "
20200109,3900231,나주," 1,105 ", 965 
20200109,3900233,다시, 6 , 9 
20200109,3900235,함평, 98 , 82 
20200109,3900236,무안, 8 , 12 
20200109,3900237,몽탄, 18 , 14 
20200109,3900239,일로, 49 , 45 
20200109,3900240,임성리, 18 , 19 
20200109,3900242,목포," 2,314 "," 2,273 "
20200109,3900245,삼례, 91 , 93 
20200109,3900248,전주," 3,615 "," 3,484 "
20200109,3900253,임실, 83 , 84 
20200109,3900256,오수, 78 , 68 
20200109,3900259,남원, 810 , 879 
20200109,3900263,곡성, 214 , 205 
20200109,3900265,구례구, 165 , 248 
20200109,3900271,순천," 2,980 "," 2,856 "
20200109,3900276,여천, 962 , 909 
20200109,3900279,여수엑스포," 1,727 "," 2,168 "
20200109,3900280,오송," 10,209 "," 9,647 "
20200109,3900281,청주, 289 , 282 
20200109,3900282,오근장, 363 , 369 
20200109,3900283,청주공항, 181 , 169 
20200109,3900285,증평, 254 , 230 
20200109,3900288,음성, 147 , 206 
20200109,3900290,주덕, 91 , 94 
20200109,3900292,충주, 695 , 605 
20200109,3900295,삼탄, 3 , 1 
20200109,3900320,아산, 912 , 909 
20200109,3900322,온양온천, 869 , 857 
20200109,3900324,도고온천, 62 , 74 
20200109,3900327,신례원, 157 , 152 
20200109,3900328,예산, 824 , 778 
20200109,3900330,삽교, 259 , 264 
20200109,3900332,홍성," 1,041 "," 1,104 "
20200109,3900334,광천, 358 , 356 
20200109,3900336,청소, 17 , 23 
20200109,3900338,대천," 1,218 "," 1,280 "
20200109,3900341,웅천, 134 , 138 
20200109,3900343,판교, 43 , 46 
20200109,3900345,서천, 245 , 293 
20200109,3900346,장항, 145 , 154 
20200109,3900348,군산, 411 , 429 
20200109,3900351,대야, 6 , 16 
20200109,3900361,행신," 1,949 "," 1,790 "
20200109,3900385,옥수, 53 , 48 
20200109,3900387,왕십리, 516 , 688 
20200109,3900388,청량리," 7,505 "," 7,359 "
20200109,3900423,퇴계원, 147 , 108 
20200109,3900424,사릉, 164 , 100 
20200109,3900426,평내호평," 1,637 "," 1,472 "
20200109,3900427,마석, 189 , 142 
20200109,3900429,청평, 115 , 172 
20200109,3900431,가평, 798 , 880 
20200109,3900433,백양리, 16 , 31 
20200109,3900434,강촌, 8 , 7 
20200109,3900436,남춘천," 2,212 "," 2,012 "
20200109,3900437,춘천," 1,643 "," 1,646 "
20200109,3900507,옥산, 38 , 28 
20200109,3900508,청리, 7 , 4 
20200109,3900509,상주, 110 , 124 
20200109,3900512,함창, 7 , 12 
20200109,3900513,점촌, 75 , 69 
20200109,3900515,용궁, 5 , 3 
20200109,3900516,개포, 11 , - 
20200109,3900519,예천, 31 , 26 
20200109,3900538,극락강, 36 , 30 
20200109,3900539,광주, 448 , 461 
20200109,3900552,봉화, 26 , 35 
20200109,3900556,춘양, 28 , 37 
20200109,3900559,현동, 3 , 1 
20200109,3900560,분천, 242 , 276 
20200109,3900561,양원, 3 , 7 
20200109,3900562,승부, 14 , 7 
20200109,3900563,석포, 18 , 22 
20200109,3900565,철암, 255 , 203 
20200109,3900567,동백산, 16 , 30 
20200109,3900572,도계, 113 , 107 
20200109,3900576,신기, 5 , 3 
20200109,3900580,동해, 138 , 168 
20200109,3900581,묵호, 215 , 193 
20200109,3900585,정동진, 276 , 473 
20200109,3900587,강릉," 3,921 "," 4,177 "
20200109,3900590,정선, 25 , 22 
20200109,3900592,아우라지, 4 , 6 
20200109,3900601,쌍룡, 2 , 5 
20200109,3900604,영월, 179 , 175 
20200109,3900608,예미, 55 , 45 
20200109,3900611,민둥산, 64 , 76 
20200109,3900612,사북, 251 , 278 
20200109,3900613,고한, 128 , 155 
20200109,3900615,태백, 301 , 345 
20200109,3900621,부전," 1,366 "," 1,428 "
20200109,3900627,센텀, 341 , 308 
20200109,3900629,신해운대, 460 , 567 
20200109,3900631,기장, 357 , 400 
20200109,3900633,좌천, 149 , 149 
20200109,3900636,남창, 406 , 406 
20200109,3900637,덕하, 121 , 118 
20200109,3900639,태화강," 1,710 "," 1,558 "
20200109,3900641,호계, 921 , 869 
20200109,3900645,불국사, 183 , 148 
20200109,3900647,경주," 1,018 "," 1,090 "
20200109,3900651,안강, 15 , 23 
20200109,3900672,하양, 628 , 574 
20200109,3900682,한림정, 13 , 15 
20200109,3900683,진영, 512 , 522 
20200109,3900685,창원, 772 , 775 
20200109,3900686,마산," 1,301 "," 1,362 "
20200109,3900687,중리, 61 , 64 
20200109,3900689,함안, 48 , 73 
20200109,3900690,군북, 66 , 64 
20200109,3900694,반성, 36 , 25 
20200109,3900699,진주, 812 , 844 
20200109,3900701,완사, 9 , 10 
20200109,3900703,북천, 9 , 16 
20200109,3900705,횡천, 20 , 18 
20200109,3900706,하동, 65 , 56 
20200109,3900707,진상, 31 , 22 
20200109,3900710,광양, 22 , 11 
20200109,3900714,벌교, 31 , 25 
20200109,3900715,조성, 12 , 8 
20200109,3900716,예당, 18 , 13 
20200109,3900717,득량, 16 , 15 
20200109,3900718,보성, 101 , 75 
20200109,3900720,명봉, 3 , 1 
20200109,3900722,이양, 5 , 8 
20200109,3900725,능주, 5 , 2 
20200109,3900727,화순, 28 , 24 
20200109,3900730,효천, 38 , 28 
20200109,3900731,서광주, 16 , 21 
20200109,3900883,광명," 14,447 "," 14,142 "
20200109,3900884,천안아산," 8,943 "," 8,694 "
20200109,3900894,김천구미," 2,532 "," 2,460 "
20200109,3900895,신경주," 1,493 "," 1,332 "
20200109,3900896,울산," 5,449 "," 5,149 "
20200109,3900898,상봉, 478 , 496 
20200109,3900901,진례, 7 , 3 
20200109,3900902,창원중앙," 3,053 "," 2,955 "
20200109,3900927,인천공항T1, 237 , 654 
20200109,3901026,공주, 208 , 210 
20200109,3901040,포항," 3,552 "," 3,347 "
20200109,3901057,횡성, 254 , 225 
20200109,3901058,둔내, 129 , 159 
20200109,3901059,평창, 255 , 328 
20200109,3901060,진부, 380 , 395 
20200109,3901063,인천공항T2, 103 , 260 
20200109,3901065,월포, 23 , 43 
20200109,3901066,장사, 7 , 5 
20200109,3901067,강구, 41 , 25 
20200109,3901068,영덕, 147 , 141 
20200110,0000924,송도교, 1 , - 
20200110,3900023,서울," 60,292 "," 63,295 "
20200110,3900025,용산," 25,275 "," 27,313 "
20200110,3900030,영등포," 12,674 "," 13,795 "
20200110,3900039,안양, 701 , 592 
20200110,3900047,수원," 20,025 "," 20,047 "
20200110,3900052,오산, 307 , 263 
20200110,3900055,서정리, 48 , 55 
20200110,3900057,평택," 8,619 "," 7,527 "
20200110,3900058,성환, 83 , 100 
20200110,3900061,천안," 7,906 "," 7,481 "
20200110,3900063,전의, 134 , 100 
20200110,3900066,조치원," 5,195 "," 4,608 "
20200110,3900068,부강, 194 , 135 
20200110,3900070,신탄진," 2,502 "," 2,120 "
20200110,3900073,대전," 27,210 "," 26,256 "
20200110,3900075,옥천, 663 , 616 
20200110,3900076,이원, 50 , 35 
20200110,3900077,지탄, 4 , 2 
20200110,3900078,심천, 26 , 23 
20200110,3900080,영동," 1,875 "," 1,672 "
20200110,3900081,황간, 87 , 95 
20200110,3900082,추풍령, 55 , 48 
20200110,3900085,김천," 3,097 "," 3,053 "
20200110,3900088,구미," 7,761 "," 7,516 "
20200110,3900089,사곡, 47 , 57 
20200110,3900090,약목, 133 , 169 
20200110,3900091,왜관," 2,757 "," 2,661 "
20200110,3900093,신동, 14 , 15 
20200110,3900095,대구," 7,943 "," 8,290 "
20200110,3900096,동대구," 29,954 "," 31,892 "
20200110,3900099,경산," 3,173 "," 3,217 "
20200110,3900101,남성현, 10 , 12 
20200110,3900102,청도," 1,542 "," 1,456 "
20200110,3900104,상동, 129 , 97 
20200110,3900105,밀양," 3,568 "," 3,563 "
20200110,3900107,삼랑진, 534 , 525 
20200110,3900108,원동, 70 , 74 
20200110,3900109,물금," 1,410 "," 1,364 "
20200110,3900110,화명, 231 , 191 
20200110,3900111,구포," 4,494 "," 5,144 "
20200110,3900112,사상, 81 , 104 
20200110,3900114,부산," 23,854 "," 27,236 "
20200110,3900122,덕소, 58 , 81 
20200110,3900130,양평," 1,625 "," 1,636 "
20200110,3900132,용문, 425 , 447 
20200110,3900133,지평, 61 , 61 
20200110,3900134,석불, 1 , 5 
20200110,3900135,일신, 10 , 9 
20200110,3900136,매곡, 19 , 17 
20200110,3900137,양동, 204 , 231 
20200110,3900138,삼산, 17 , 9 
20200110,3900140,동화, 45 , 32 
20200110,3900141,만종," 1,601 "," 1,427 "
20200110,3900142,원주," 1,833 "," 1,857 "
20200110,3900144,반곡, 176 , 53 
20200110,3900148,신림, 12 , 29 
20200110,3900153,제천," 2,106 "," 2,116 "
20200110,3900157,단양, 238 , 238 
20200110,3900160,희방사, 3 , 15 
20200110,3900161,풍기, 245 , 217 
20200110,3900164,영주, 663 , 902 
20200110,3900172,안동, 737 , 625 
20200110,3900177,의성, 128 , 124 
20200110,3900179,탑리, 20 , 21 
20200110,3900181,화본, 14 , 12 
20200110,3900184,신녕, 4 , 3 
20200110,3900186,북영천, 6 , 11 
20200110,3900187,영천," 1,242 "," 1,150 "
20200110,3900191,건천, 10 , 12 
20200110,3900194,서경주, 338 , 319 
20200110,3900195,서대전," 5,803 "," 5,993 "
20200110,3900199,계룡," 1,252 "," 1,092 "
20200110,3900202,연산, 155 , 160 
20200110,3900204,논산," 1,858 "," 1,734 "
20200110,3900206,강경, 352 , 352 
20200110,3900208,함열, 144 , 123 
20200110,3900211,익산," 8,485 "," 7,987 "
20200110,3900214,김제, 543 , 609 
20200110,3900216,신태인, 136 , 155 
20200110,3900218,정읍," 1,598 "," 1,488 "
20200110,3900221,백양사, 62 , 64 
20200110,3900224,장성, 376 , 380 
20200110,3900229,광주송정," 8,274 "," 8,533 "
20200110,3900231,나주," 1,655 "," 1,109 "
20200110,3900233,다시, 9 , 8 
20200110,3900235,함평, 100 , 117 
20200110,3900236,무안, 9 , 16 
20200110,3900237,몽탄, 27 , 13 
20200110,3900239,일로, 71 , 62 
20200110,3900240,임성리, 15 , 15 
20200110,3900242,목포," 2,781 "," 2,860 "
20200110,3900245,삼례, 184 , 139 
20200110,3900248,전주," 4,623 "," 5,061 "
20200110,3900253,임실, 89 , 87 
20200110,3900256,오수, 82 , 115 
20200110,3900259,남원," 1,021 "," 1,167 "
20200110,3900263,곡성, 269 , 265 
20200110,3900265,구례구, 254 , 271 
20200110,3900271,순천," 3,757 "," 3,783 "
20200110,3900276,여천," 1,533 "," 1,033 "
20200110,3900279,여수엑스포," 2,351 "," 2,801 "
20200110,3900280,오송," 14,938 "," 11,982 "
20200110,3900281,청주, 375 , 413 
20200110,3900282,오근장, 545 , 511 
20200110,3900283,청주공항, 184 , 114 
20200110,3900285,증평, 423 , 341 
20200110,3900288,음성, 213 , 208 
20200110,3900290,주덕, 176 , 152 
20200110,3900292,충주, 894 , 928 
20200110,3900295,삼탄, 1 , 3 
20200110,3900320,아산," 1,389 "," 1,258 "
20200110,3900322,온양온천," 1,098 ", 986 
20200110,3900324,도고온천, 103 , 89 
20200110,3900327,신례원, 176 , 170 
20200110,3900328,예산," 1,030 ", 884 
20200110,3900330,삽교, 399 , 364 
20200110,3900332,홍성," 1,476 "," 1,324 "
20200110,3900334,광천, 433 , 406 
20200110,3900336,청소, 31 , 23 
20200110,3900338,대천," 1,578 "," 1,568 "
20200110,3900341,웅천, 201 , 207 
20200110,3900343,판교, 55 , 54 
20200110,3900345,서천, 375 , 321 
20200110,3900346,장항, 355 , 324 
20200110,3900348,군산, 500 , 653 
20200110,3900351,대야, 11 , 13 
20200110,3900361,행신," 2,706 "," 2,712 "
20200110,3900385,옥수, 49 , 58 
20200110,3900387,왕십리, 576 , 743 
20200110,3900388,청량리," 9,797 "," 10,101 "
20200110,3900423,퇴계원, 153 , 112 
20200110,3900424,사릉, 177 , 98 
20200110,3900426,평내호평," 1,794 "," 1,612 "
